Time [s]	Whole Image
55.347	214.81
55.358	214.29
55.368	214.09
55.378	213.97
55.388	213.82
55.399	213.37
55.409	213.42
55.419	213.25
55.435	212.45
55.445	212.69
55.455	212.67
55.466	212.11
55.476	212.19
55.486	212.05
55.497	211.58
55.507	211.52
55.517	210.99
55.528	210.97
55.538	211.16
55.548	210.84
55.559	210.51
55.569	210.63
55.579	210.06
55.59	210.25
55.6	210.25
55.61	209.98
55.62	209.63
55.631	209.76
55.641	209.97
55.651	209.21
55.662	209.52
55.672	208.94
55.682	208.84
55.693	208.9
55.703	208.84
55.713	208.66
55.724	208.67
55.734	208.31
55.744	208.05
55.754	207.99
55.77	207.57
55.78	207.7
55.791	207.56
55.801	207.43
55.811	207.53
55.822	207.53
55.832	207.09
55.842	207.3
55.852	207.24
55.863	206.82
55.873	206.97
55.883	207.11
55.894	206.99
55.904	206.9
55.914	206.87
55.925	206.75
55.935	206.56
55.945	206.41
55.956	206.71
55.966	206.57
55.976	206.59
55.987	206.22
55.997	206.52
56.007	206.3
56.017	205.63
56.028	206.14
56.038	205.62
56.048	205.88
56.059	205.72
56.069	205.71
56.079	205.67
56.09	205.8
56.105	205.19
56.115	205.88
56.126	205.63
56.136	205.08
56.146	205.15
56.157	205.15
56.167	205.24
56.177	205.47
56.187	204.97
56.198	205.31
56.208	205.03
56.219	204.95
56.229	204.94
56.239	204.73
56.25	204.65
56.26	204.81
56.27	204.31
56.28	204.44
56.291	204.62
56.301	204.72
56.311	204.95
56.322	204.51
56.332	204.53
56.342	204.77
56.353	204.79
56.363	204.68
56.373	204.12
56.384	204.12
56.394	204.39
56.404	204.38
56.415	204.35
56.425	204.12
56.44	203.85
56.451	204.09
56.461	204.19
56.471	204.06
56.482	204.48
56.492	204.18
56.502	204.07
56.513	203.74
56.523	203.84
56.533	203.62
56.544	203.43
56.554	203.6
56.564	203.63
56.574	203.9
56.585	204.07
56.595	204.08
56.605	203.63
56.616	203.51
56.626	203.53
56.636	203.48
56.646	203.6
56.657	203.71
56.667	203.57
56.677	203.83
56.688	203.75
56.698	203.63
56.708	203.6
56.719	203.97
56.729	203.5
56.739	203.69
56.75	203.64
56.76	203.4
56.775	202.98
56.786	203.25
56.796	203.4
56.806	203.25
56.816	203.27
56.827	203.49
56.837	203.41
56.847	203.18
56.858	203.08
56.868	203.52
56.878	203.37
56.889	203.5
56.899	203.15
56.909	203.17
56.92	203.33
56.93	203.36
56.94	202.66
56.95	203.29
56.961	203.19
56.971	203.26
56.981	203.13
56.992	203.08
57.002	203.15
57.012	203.14
57.023	203.27
57.033	203.14
57.043	203.07
57.054	203.44
57.064	203.19
57.074	203.51
57.085	203.35
57.095	203.19
57.11	202.85
57.121	202.91
57.131	203.17
57.141	203.09
57.152	202.96
57.162	204.6
57.172	210.69
57.182	215.25
57.193	218.55
57.203	221.71
57.213	224.34
57.224	226.71
57.234	229.02
57.244	230.84
57.255	232.31
57.265	233.87
57.275	234.74
57.286	235.23
57.296	235.84
57.306	236.52
57.316	236.11
57.327	235.35
57.337	235.49
57.347	234.83
57.358	234.26
57.368	233.86
57.378	233.76
57.389	233.11
57.399	232.26
57.409	232.06
57.42	231.27
57.43	230.96
57.445	229.8
57.456	229.58
57.466	229.41
57.476	228.22
57.487	228.17
57.497	228.11
57.507	227.01
57.518	226.63
57.528	226.14
57.538	225.58
57.549	225.1
57.559	224.62
57.569	224.48
57.579	223.52
57.59	223.03
57.6	222.56
57.61	222.39
57.621	222.02
57.631	221.6
57.641	221.05
57.651	220.79
57.662	220.16
57.672	219.97
57.682	219.78
57.693	219.25
57.703	218.71
57.713	218.52
57.724	217.84
57.734	217.85
57.744	217.68
57.755	217.03
57.765	217.03
57.78	216.22
57.791	216.1
57.801	216.03
57.811	215.4
57.821	215.11
57.832	214.78
57.842	214.6
57.852	214.19
57.863	214.41
57.873	213.95
57.883	213.78
57.894	213.89
57.904	213.37
57.914	213.1
57.925	212.82
57.935	212.84
57.945	212.64
57.956	212.19
57.966	212.11
57.976	211.96
57.987	211.56
57.997	211.67
58.007	211.35
58.018	211.04
58.028	210.73
58.038	210.54
58.049	210.6
58.059	210.54
58.069	210.54
58.079	210.01
58.09	210.11
58.1	209.92
58.115	209.06
58.126	209.45
58.136	209.31
58.147	209.32
58.157	208.5
58.167	208.67
58.177	209.12
58.188	208.46
58.198	208.25
58.208	208.48
58.219	208.11
58.229	208.18
58.239	208.01
58.25	207.67
58.26	207.71
58.27	207.7
58.281	207.51
58.291	207.26
58.301	207.25
58.312	207.47
58.322	207.17
58.332	207.11
58.343	206.85
58.353	206.93
58.363	207.05
58.374	206.71
58.384	206.77
58.394	206.51
58.404	206.24
58.415	206.67
58.425	206.41
58.436	205.97
58.451	205.77
58.461	206.09
58.472	205.96
58.482	205.87
58.492	205.99
58.503	206.06
58.513	205.92
58.523	205.81
58.534	205.75
58.544	205.45
58.554	205.72
58.565	205.27
58.575	205.62
58.585	205.53
58.595	205.28
58.606	205.82
58.616	205.57
58.626	205.29
58.637	205.24
58.647	204.62
58.657	204.93
58.667	205.04
58.678	204.85
58.688	204.89
58.698	204.57
58.709	204.8
58.719	204.67
58.729	204.62
58.74	204.98
58.75	204.73
58.76	204.88
58.771	204.85
58.786	204.1
58.797	204.66
58.807	204.42
58.817	204.22
58.827	204.32
58.838	204.18
58.848	204.26
58.858	204.05
58.869	204.32
58.879	204.04
58.889	203.88
58.9	204.08
58.91	203.96
58.92	204.14
58.931	204.16
58.941	203.92
58.951	203.85
58.962	203.95
58.972	203.93
58.982	204.22
58.993	203.97
59.003	203.75
59.013	204.16
59.024	203.27
59.034	203.6
59.044	203.84
59.054	203.48
59.065	203.35
59.075	203.49
59.085	203.87
59.096	203.61
59.106	203.56
59.121	203.01
59.132	203.67
59.142	203.55
59.153	203.99
59.163	203.51
59.173	203.51
59.184	203.52
59.194	203.42
59.204	203.59
59.214	203.37
59.225	203.6
59.235	203.27
59.245	203.55
59.256	203.31
59.266	203.6
59.276	203.51
59.287	203.53
59.297	203.53
59.307	203.35
59.317	203.25
59.328	203.24
59.338	203.12
59.348	203.25
59.359	203.67
59.369	203.19
59.379	203.37
59.39	203.17
59.4	203.27
59.41	203.3
59.421	203.23
59.431	203.3
59.441	203.41
59.457	202.97
59.467	203
59.477	203
59.488	203.26
59.498	202.96
59.508	203.33
59.519	203.01
59.529	202.84
59.539	203.16
59.549	203.14
59.56	202.6
59.57	203.21
59.58	203.19
59.591	202.9
59.601	202.79
59.612	203.18
59.622	203.27
59.632	203.06
59.643	202.83
59.653	203.02
59.663	204.68
59.673	211.09
59.684	215.36
59.694	218.33
59.704	221.77
59.715	223.79
59.725	226.53
59.735	228.75
59.746	230.3
59.756	232.04
59.766	233.62
59.777	234.09
59.792	235.12
59.802	235.75
59.813	235.5
59.823	235.82
59.833	235.04
59.844	234.73
59.854	234.28
59.864	234.07
59.874	233.28
59.885	233
59.895	232.39
59.905	231.92
59.916	231.57
59.926	231.07
59.936	230.19
59.947	230.12
59.957	229.51
59.967	228.88
59.978	228.34
59.988	227.79
59.998	227.49
60.009	226.72
60.019	225.78
60.029	225.9
60.039	225.38
60.05	224.5
60.06	224.37
60.07	223.81
60.081	223.2
60.091	222.98
60.101	222.55
60.112	222.5
60.127	221.44
60.137	221.26
60.148	220.7
60.158	220.33
60.168	219.87
60.179	219.68
60.189	219.47
60.199	219.11
60.209	218.9
60.22	218.21
60.23	217.88
60.24	217.24
60.251	217.42
60.261	216.98
60.271	216.34
60.282	216.8
60.292	216.37
60.302	215.72
60.313	215.76
60.323	215.34
60.333	215.27
60.343	214.7
60.354	214.35
60.364	214.31
60.374	213.88
60.385	214.07
60.395	213.54
60.405	213.46
60.416	212.75
60.426	212.75
60.436	212.99
60.447	212.05
60.462	211.52
60.472	211.92
60.483	211.77
60.493	211.16
60.503	211.4
60.514	211.13
60.524	211.01
60.534	210.64
60.545	210.89
60.555	210.66
60.565	210.44
60.576	210.26
60.586	209.8
60.596	209.83
60.607	209.89
60.617	209.48
60.627	209.55
60.638	209.1
60.648	208.97
60.658	209.35
60.669	209.23
60.679	209.09
60.689	208.99
60.7	208.4
60.71	208.1
60.72	208.52
60.73	208.36
60.741	208.17
60.752	207.89
60.762	207.92
60.773	207.81
60.783	207.85
60.798	207.49
60.808	207.66
60.819	207.57
60.829	207.47
60.839	207.18
60.85	207.39
60.86	206.98
60.87	206.82
60.881	206.83
60.891	206.81
60.901	206.87
60.912	206.67
60.922	206.56
60.932	206.25
60.942	206.39
60.953	206.44
60.963	206.67
60.973	206.56
60.984	206.38
60.994	206.26
61.004	206.34
61.015	206.23
61.025	205.66
61.036	206.12
61.046	205.84
61.056	205.59
61.066	205.59
61.077	205.65
61.087	205.09
61.097	205.46
61.108	205.4
61.118	205.27
61.133	205.14
61.144	205.2
61.154	205.08
61.164	205.12
61.175	204.95
61.185	205.03
61.195	204.94
61.206	205.31
61.216	205.01
61.226	205.24
61.237	204.91
61.247	204.77
61.257	204.85
61.267	204.86
61.278	204.72
61.288	204.72
61.299	204.68
61.309	204.14
61.319	204.64
61.33	204.74
61.34	204.47
61.35	204.5
61.361	204.62
61.371	204.38
61.381	204.42
61.391	204.26
61.402	204.64
61.412	204.47
61.422	204.22
61.433	204.47
61.443	204.5
61.453	204.14
61.469	203.71
61.479	203.84
61.49	204.07
61.5	204.02
61.51	203.88
61.52	204.06
61.531	203.79
61.541	203.78
61.551	203.9
61.562	204.01
61.572	203.61
61.582	203.42
61.593	203.8
61.603	203.55
61.613	203.81
61.624	203.71
61.634	203.87
61.644	203.7
61.655	203.41
61.665	203.75
61.675	203.83
61.686	202.95
61.696	203.69
61.706	203.02
61.717	203.68
61.727	203.42
61.737	203.13
61.747	203.6
61.758	203.17
61.768	202.94
61.778	203.71
61.789	203.5
61.804	202.97
61.814	202.89
61.825	202.95
61.835	202.89
61.845	203.23
61.856	203.13
61.866	203.12
61.876	203.17
61.886	203.02
61.897	203.12
61.907	203.04
61.917	203.37
61.928	203.22
61.938	202.96
61.948	203.19
61.959	203.09
61.969	202.9
61.979	202.83
61.99	202.92
62	203.16
62.01	202.97
62.02	202.99
62.031	202.9
62.041	203.03
62.051	203.22
62.062	203.35
62.072	203.1
62.082	203.03
62.093	202.76
62.103	203.06
62.113	202.8
62.124	203.17
62.139	202.67
62.149	202.79
62.16	203.91
62.17	208.66
62.18	214.1
62.191	217.46
62.201	220.87
62.211	222.89
62.222	225.91
62.232	227.82
62.242	230
62.253	231.48
62.263	232.64
62.273	234.42
62.284	234.91
62.294	235.4
62.304	235.62
62.315	235.88
62.325	235.6
62.335	235.1
62.345	234.4
62.356	234.56
62.366	234.19
62.377	233.24
62.387	233.07
62.397	232
62.407	231.61
62.418	231.05
62.428	230.93
62.438	230.45
62.449	229.78
62.459	229.62
62.474	228.17
62.485	228.01
62.495	227.53
62.505	227.14
62.515	226.86
62.526	226.02
62.536	225.5
62.546	224.92
62.557	224.78
62.567	224.21
62.577	223.71
62.588	223.21
62.598	223.07
62.608	222.8
62.618	222.11
62.629	221.41
62.639	221.13
62.649	220.88
62.66	220.43
62.67	219.66
62.68	219.54
62.691	219.21
62.701	219.11
62.711	218.42
62.722	218.11
62.732	217.32
62.742	217.36
62.753	217.01
62.763	216.57
62.773	216.49
62.783	216.37
62.794	216
62.808	214.92
62.818	215.53
62.828	214.63
62.839	214.72
62.849	214.53
62.859	214.26
62.87	214
62.88	213.99
62.89	213.72
62.901	213.1
62.911	213.03
62.921	212.96
62.931	212.72
62.942	212.38
62.952	212.49
62.962	212.22
62.973	212.08
62.983	211.61
62.993	211.51
63.004	211.36
63.014	211.17
63.024	211.14
63.035	211.19
63.045	210.49
63.055	210.67
63.066	210.41
63.076	210.02
63.086	209.9
63.097	209.9
63.107	210
63.117	209.54
63.128	209.62
63.143	208.65
63.153	208.65
63.164	209.33
63.174	208.97
63.185	208.63
63.195	208.51
63.205	208.24
63.215	208.42
63.226	207.97
63.236	208.27
63.246	207.95
63.257	208.22
63.267	208.05
63.277	207.99
63.288	207.66
63.298	207.33
63.308	207.52
63.319	207.51
63.329	207.28
63.339	207.25
63.349	207.19
63.36	207.04
63.37	206.76
63.38	206.45
63.391	206.65
63.401	206.66
63.411	206.51
63.422	206.56
63.432	206.86
63.442	206.67
63.453	206.55
63.463	206.36
63.478	205.74
63.489	205.89
63.499	206.05
63.509	205.92
63.52	205.98
63.53	205.7
63.54	205.8
63.551	205.95
63.561	205.78
63.571	205.69
63.582	205.64
63.592	205.66
63.602	205.29
63.612	205.5
63.623	205.31
63.633	205.56
63.643	205.24
63.654	205.29
63.664	205.3
63.674	204.93
63.685	205.07
63.695	205.19
63.706	204.99
63.716	205.01
63.726	204.68
63.737	204.74
63.747	204.71
63.757	204.49
63.767	204.35
63.778	204.44
63.788	204.57
63.799	204.36
63.812	204.37
63.823	204.32
63.833	204
63.844	204.46
63.854	204.26
63.864	204.03
63.874	204.39
63.885	204.14
63.895	204.35
63.905	204.49
63.916	204.07
63.926	204.05
63.936	204.2
63.947	204.12
63.957	204.2
63.967	204.06
63.978	203.87
63.988	204.17
63.998	204.26
64.009	203.96
64.019	203.83
64.029	203.54
64.04	203.58
64.05	204.08
64.06	203.76
64.07	203.65
64.081	203.78
64.091	203.64
64.101	203.76
64.112	204.02
64.122	203.67
64.132	203.43
64.148	203.31
64.158	203.93
64.168	203.62
64.179	203.84
64.189	203.29
64.199	203.42
64.21	203.59
64.22	203.13
64.23	203.67
64.241	203.7
64.251	203.63
64.261	203.53
64.271	203.69
64.282	203.21
64.292	203.03
64.302	203.27
64.313	203.57
64.323	203.33
64.333	203.4
64.344	203.58
64.354	203.29
64.364	203.2
64.375	203.39
64.385	203.69
64.395	203.03
64.405	203.12
64.416	203.54
64.426	203.45
64.436	203.44
64.447	203.33
64.457	203.27
64.467	203.22
64.483	202.71
64.493	203.31
64.503	203.1
64.514	203.06
64.524	203.04
64.534	202.89
64.545	203.49
64.555	202.86
64.565	203.21
64.576	202.76
64.586	202.99
64.596	203.09
64.606	203.2
64.617	202.73
64.627	202.98
64.637	202.87
64.648	203.08
64.658	203.67
64.668	207.41
64.679	213.54
64.689	217.16
64.699	220.03
64.71	222.22
64.72	225.41
64.73	227.46
64.741	229.63
64.751	231.43
64.761	232.46
64.771	233.94
64.782	234.71
64.792	235.15
64.802	235.47
64.816	235.09
64.827	235.51
64.837	234.92
64.847	235.09
64.858	234.04
64.868	233.49
64.878	233.08
64.889	232.34
64.899	232.38
64.909	231.92
64.92	231.36
64.93	230.74
64.94	230.24
64.951	229.75
64.961	229.33
64.971	228.32
64.982	227.7
64.992	227.53
65.002	226.93
65.012	226.76
65.023	226.15
65.033	225.38
65.043	225.11
65.054	224.6
65.064	224.23
65.074	223.68
65.085	223.21
65.095	222.92
65.105	222.52
65.116	221.82
65.126	221.87
65.136	221.22
65.152	220.35
65.162	219.97
65.172	219.78
65.183	219.46
65.193	218.91
65.203	218.82
65.214	218.58
65.224	217.98
65.234	218.08
65.245	217.32
65.255	217.09
65.265	216.89
65.275	216.77
65.286	216.02
65.296	215.8
65.306	215.79
65.317	215.36
65.327	215.27
65.337	214.94
65.348	214.73
65.358	214.1
65.368	214.13
65.379	213.82
65.389	213.67
65.399	213.36
65.41	213.08
65.42	213.21
65.43	213.1
65.441	212.48
65.451	212.44
65.461	212.39
65.471	212.02
65.487	211.26
65.497	211.37
65.507	211.25
65.518	211.32
65.528	210.78
65.538	210.91
65.549	210.93
65.559	210.35
65.569	210.39
65.58	210.04
65.59	210.04
65.601	209.79
65.611	209.75
65.621	209.57
65.631	209.39
65.642	209.59
65.652	209.63
65.662	209.07
65.673	208.69
65.683	208.76
65.693	208.68
65.704	208.67
65.714	208.7
65.724	208.46
65.734	208.14
65.745	207.73
65.755	207.78
65.766	207.42
65.776	208.04
65.786	207.97
65.796	207.63
65.807	207.69
65.821	207.16
65.831	207.02
65.842	206.82
65.852	206.8
65.862	207.04
65.873	206.93
65.883	206.89
65.893	206.93
65.903	206.59
65.914	206.45
65.924	206.73
65.935	206.52
65.945	206.45
65.955	206.05
65.965	206.12
65.976	206.22
65.986	206.08
65.996	206.1
66.007	206.34
66.017	205.92
66.027	205.97
66.038	205.75
66.048	205.69
66.058	206.02
66.069	205.83
66.079	205.85
66.089	205.41
66.1	205.57
66.11	205.35
66.12	205.45
66.131	205.72
66.141	205.45
66.156	204.98
66.167	205.39
66.177	205.19
66.187	204.98
66.198	205.04
66.208	205.02
66.218	204.96
66.228	204.79
66.239	204.85
66.249	204.75
66.259	205.07
66.27	204.75
66.28	204.61
66.29	204.54
66.301	204.74
66.311	204.21
66.321	204.35
66.332	204.18
66.342	204.03
66.352	204.41
66.363	204.46
66.373	204.35
66.383	204.22
66.394	204.29
66.404	204.27
66.414	204.26
66.424	204.53
66.435	204.47
66.445	204.05
66.455	204.21
66.466	204.05
66.476	204.09
66.491	203.87
66.502	204.36
66.512	203.66
66.522	204.04
66.533	204.05
66.543	203.97
66.553	203.67
66.563	203.85
66.574	203.91
66.584	203.59
66.594	203.73
66.605	203.97
66.615	203.65
66.626	203.83
66.636	203.87
66.646	203.84
66.657	203.78
66.667	203.58
66.677	203.42
66.688	203.6
66.698	203.9
66.708	203.48
66.719	203.5
66.729	203.89
66.739	203.57
66.75	203.29
66.76	203.57
66.77	203.04
66.78	203.54
66.791	203.19
66.801	203.26
66.811	203.47
66.822	203.06
66.833	202.8
66.843	203.34
66.853	203.19
66.864	203.26
66.874	203.15
66.884	203.24
66.895	203.06
66.905	202.82
66.915	202.83
66.926	203.32
66.936	202.89
66.946	203.1
66.957	203.09
66.967	203.01
66.977	203.16
66.987	202.87
66.998	203.11
67.008	203.18
67.018	202.74
67.029	203.15
67.039	203.02
67.049	202.84
67.06	203
67.07	202.9
67.08	202.85
67.091	202.84
67.101	202.95
67.111	203.1
67.122	202.99
67.132	202.77
67.142	202.86
67.159	203.11
67.169	207.32
67.179	212.93
67.19	216.66
67.2	219.62
67.21	222.58
67.221	225.29
67.231	227.33
67.241	228.99
67.252	230.51
67.262	232.1
67.272	233.6
67.282	234.27
67.293	235.1
67.303	235.07
67.314	235.24
67.324	235.27
67.334	234.75
67.345	234.36
67.355	233.97
67.365	233.79
67.376	233.1
67.386	232.51
67.396	232.01
67.407	231.7
67.417	230.82
67.427	230.74
67.438	230.07
67.448	229.74
67.458	229.2
67.469	228.44
67.479	228.27
67.495	226.61
67.506	227.1
67.516	226.42
67.526	225.41
67.536	225.43
67.547	224.53
67.557	224.29
67.567	223.96
67.578	223.6
67.588	222.97
67.598	222.77
67.609	221.96
67.619	221.72
67.629	220.89
67.64	220.93
67.65	220.66
67.66	219.76
67.67	219.59
67.681	219.47
67.691	219.4
67.701	218.98
67.712	218.28
67.722	217.78
67.732	217.54
67.743	217.23
67.753	216.89
67.763	217.18
67.773	216.17
67.784	215.75
67.794	215.69
67.804	215.19
67.815	215.32
67.833	214.28
67.843	214.31
67.853	214.44
67.864	214.15
67.874	213.43
67.884	213.6
67.895	213.45
67.905	213.08
67.915	212.95
67.926	212.77
67.936	212.34
67.946	212.27
67.957	212.21
67.967	211.98
67.977	211.74
67.988	211.53
67.998	211.1
68.008	210.66
68.019	210.8
68.029	210.6
68.039	210.54
68.05	210.23
68.06	210.16
68.07	210.21
68.08	210.07
68.091	209.8
68.101	209.88
68.111	209.74
68.122	209.77
68.132	209.46
68.142	209.37
68.153	209.05
68.169	208.62
68.18	208.83
68.19	208.73
68.2	208.56
68.21	208.36
68.221	208.26
68.231	207.95
68.241	208.25
68.252	207.63
68.262	207.67
68.272	207.28
68.283	207.46
68.293	207.2
68.303	207.5
68.314	207.32
68.324	207.44
68.334	207.04
68.345	207.2
68.355	207.07
68.365	206.99
68.375	206.79
68.386	206.67
68.396	206.62
68.406	206.61
68.417	206.68
68.427	206.51
68.437	206.62
68.448	206.31
68.458	206.27
68.468	205.95
68.479	205.87
68.489	206.16
68.505	205.61
68.515	206.07
68.526	205.82
68.536	205.9
68.546	205.88
68.557	205.65
68.567	205.44
68.577	205.41
68.588	205.01
68.598	205.42
68.608	205.43
68.619	205.36
68.629	205.4
68.639	205.42
68.65	205.01
68.66	205.58
68.67	205.17
68.681	205.26
68.691	205.03
68.701	205.29
68.711	205.22
68.722	204.93
68.732	205.16
68.742	204.93
68.753	205.02
68.763	205.2
68.773	204.65
68.784	204.44
68.794	205.01
68.804	204.55
68.815	204.46
68.825	204.52
68.841	203.85
68.852	204.16
68.862	204.33
68.872	204.62
68.882	204.57
68.893	204.38
68.903	204.12
68.913	204.37
68.924	204.45
68.934	204.29
68.944	204.1
68.955	204.41
68.965	204.53
68.975	204.47
68.985	204.17
68.996	204.25
69.006	203.84
69.016	204.07
69.027	203.74
69.037	203.8
69.047	203.77
69.058	203.96
69.068	203.52
69.078	203.93
69.088	203.72
69.099	203.43
69.109	203.72
69.119	203.85
69.13	203.65
69.14	204
69.15	204.04
69.161	204
69.177	203.09
69.188	203.42
69.198	203.72
69.208	203.44
69.219	203.38
69.229	203.79
69.239	203.37
69.25	203.56
69.26	203.54
69.27	203.11
69.28	203.19
69.291	203.4
69.301	203.41
69.311	203.6
69.322	203.38
69.332	203.25
69.342	203.37
69.352	203.16
69.363	203
69.373	203.01
69.383	203.15
69.394	203.49
69.404	203.16
69.415	202.96
69.425	203.21
69.435	203.1
69.446	203.02
69.456	203.17
69.466	202.93
69.476	203.14
69.487	202.95
69.497	203.26
69.513	202.39
69.524	203.11
69.534	203.18
69.544	202.93
69.555	203.33
69.565	202.72
69.575	203.02
69.586	202.89
69.596	202.92
69.606	203.23
69.617	202.76
69.627	203.27
69.637	203.19
69.648	203.16
69.658	203.18
69.668	206.57
69.679	212.49
69.689	216.58
69.699	219.54
69.71	222.65
69.72	224.84
69.73	226.78
69.741	228.73
69.751	230.47
69.761	231.99
69.771	233.25
69.782	233.94
69.792	234.75
69.802	235.24
69.813	235.14
69.823	234.93
69.833	234.48
69.849	233.69
69.86	233.42
69.87	233.41
69.88	233.07
69.891	232.79
69.901	232.13
69.911	231.81
69.922	231.09
69.932	230.35
69.942	229.96
69.953	229.03
69.963	228.68
69.973	228.28
69.984	227.73
69.994	227.32
70.004	226.87
70.015	226.31
70.025	225.6
70.035	225.12
70.046	224.93
70.056	224.39
70.066	224.08
70.076	223.62
70.087	223.06
70.097	222.64
70.107	221.91
70.118	221.85
70.128	221.27
70.138	220.93
70.149	220.54
70.159	220.08
70.169	219.92
70.186	218.98
70.196	218.89
70.207	218.8
70.217	217.94
70.227	217.34
70.238	217.36
70.248	216.99
70.258	216.95
70.269	216.58
70.279	216.01
70.289	215.65
70.3	215.5
70.31	215.16
70.32	215.18
70.331	214.71
70.341	214.39
70.351	214.51
70.361	213.73
70.372	213.92
70.382	213.86
70.392	213.58
70.403	213
70.413	212.69
70.423	212.74
70.434	212.61
70.444	212.24
70.454	211.93
70.464	212.2
70.475	211.94
70.485	211.62
70.495	211.21
70.506	211.2
70.522	210.65
70.532	210.95
70.542	210.57
70.553	210.61
70.563	210.04
70.573	209.64
70.584	209.51
70.594	209.54
70.604	209.44
70.615	209.55
70.625	209.17
70.635	209.24
70.646	209.01
70.656	208.97
70.666	208.85
70.677	208.74
70.687	208.56
70.697	208.58
70.708	208.82
70.718	208.51
70.728	208.34
70.738	207.83
70.749	207.94
70.759	208.03
70.769	208.18
70.78	207.45
70.79	207.73
70.8	207.59
70.811	207.47
70.821	207.16
70.831	207.57
70.842	207.09
70.858	206.71
70.868	206.94
70.878	206.49
70.889	206.73
70.899	206.77
70.909	206.49
70.92	206.69
70.93	206.33
70.94	206.33
70.951	206.13
70.961	205.81
70.971	206.37
70.981	206.04
70.992	206.16
71.002	205.88
71.012	206.03
71.023	206.1
71.033	205.65
71.043	205.25
71.054	205.98
71.064	205.76
71.074	205.67
71.085	205.31
71.095	205.19
71.105	205.32
71.116	205.21
71.126	205.19
71.136	205.49
71.147	204.93
71.157	205.16
71.167	205.27
71.177	205.17
71.194	204.77
71.204	204.91
71.215	204.94
71.225	204.58
71.235	204.87
71.246	204.97
71.256	204.56
71.266	204.81
71.276	204.63
71.287	204.57
71.297	204.49
71.307	204.68
71.318	204.4
71.328	204.87
71.338	204.38
71.349	204.66
71.359	204.25
71.369	204.33
71.38	204.71
71.39	204.39
71.4	204.34
71.411	204.05
71.421	204.07
71.431	203.94
71.441	204.53
71.452	204.2
71.462	204.02
71.473	204
71.483	203.79
71.493	204.36
71.503	204.15
71.514	204.16
71.53	203.46
71.54	204.03
71.551	203.8
71.561	204.05
71.571	203.59
71.582	203.88
71.592	203.81
71.602	203.64
71.613	203.46
71.624	203.28
71.634	203.32
71.644	203.76
71.655	203.77
71.665	203.66
71.675	203.76
71.686	203.68
71.696	203.86
71.706	203.72
71.716	203.94
71.727	203.35
71.737	203.33
71.747	203.17
71.758	202.99
71.768	203.05
71.778	203.32
71.789	203.22
71.799	203.37
71.809	203.37
71.82	203.07
71.83	203.16
71.84	203.13
71.85	203.15
71.867	202.93
71.877	203.47
71.887	203.41
71.898	203.22
71.908	203.15
71.918	203.12
71.929	203.05
71.939	203.24
71.949	203.09
71.96	203.37
71.97	203.2
71.98	203.42
71.991	202.72
72.001	203.43
72.011	203.22
72.021	203.07
72.032	203.27
72.042	202.82
72.052	203.08
72.063	202.86
72.073	203.05
72.083	203.19
72.094	203.2
72.104	202.83
72.114	202.68
72.125	203.27
72.135	202.99
72.145	203.19
72.155	202.69
72.166	204.94
72.176	211
72.186	215.25
72.203	219.54
72.213	222.82
72.224	225.5
72.234	227.43
72.244	229.3
72.255	230.73
72.265	232.45
72.275	233.51
72.286	234.12
72.296	234.86
72.306	235
72.317	235.11
72.327	234.88
72.337	234.09
72.348	233.96
72.358	234.14
72.368	233
72.379	232.78
72.389	232.37
72.399	231.65
72.41	231.56
72.42	230.65
72.43	230.39
72.44	229.76
72.451	229.26
72.461	228.65
72.471	228.08
72.482	227.49
72.492	227.08
72.502	226.59
72.513	226.35
72.523	225.69
72.539	224.65
72.55	224.44
72.56	224.12
72.57	223.88
72.581	223.43
72.591	222.56
72.601	221.97
72.612	221.86
72.622	221.36
72.632	220.86
72.643	220.82
72.653	220.24
72.663	219.77
72.674	219.47
72.684	218.9
72.694	218.51
72.705	218.4
72.715	218.45
72.725	217.77
72.736	217.18
72.746	217.02
72.756	216.92
72.766	216.53
72.777	216.16
72.787	215.91
72.797	216.06
72.808	215.78
72.818	214.98
72.828	214.99
72.839	214.5
72.849	214.1
72.859	213.55
72.875	212.97
72.886	213.6
72.896	213.47
72.906	212.97
72.917	212.72
72.927	212.64
72.937	212.25
72.948	212.41
72.958	211.94
72.968	211.82
72.979	211.97
72.989	211.76
72.999	211.38
73.01	211.1
73.02	211.2
73.03	210.57
73.041	210.47
73.051	210.62
73.061	210.6
73.071	210.35
73.082	209.96
73.092	209.76
73.102	210
73.113	209.42
73.123	209.75
73.133	209.26
73.144	209.34
73.154	208.93
73.164	208.89
73.174	208.44
73.185	208.69
73.195	208.69
73.205	208.56
73.221	207.44
73.231	207.86
73.241	208.12
73.252	207.55
73.262	207.9
73.272	207.88
73.283	207.36
73.293	207.75
73.303	207.36
73.314	207.43
73.324	207.03
73.334	207.27
73.345	207.13
73.355	206.86
73.365	206.88
73.376	206.71
73.386	206.69
73.396	206.62
73.407	206.45
73.417	206.54
73.427	206.43
73.438	206.35
73.448	206.51
73.458	206.05
73.468	206.15
73.479	206.19
73.489	206
73.499	205.9
73.51	205.87
73.52	205.67
73.53	205.54
73.541	205.5
73.556	205.2
73.566	205.58
73.577	205.16
73.587	205.78
73.597	205.27
73.608	205.31
73.618	205.28
73.628	205.73
73.639	205.28
73.649	205
73.659	205.13
73.67	204.94
73.68	204.91
73.69	205.19
73.7	205.04
73.711	205.16
73.721	204.88
